,G,age,job,X1,X2,D,orig_job,orig_X1,perturb_index
23,M,32.52600085076341,E,0.9325373065687476,0.497875137226483,Y,E,0.9325373065687476,False
24,F,44.073635003268926,?,?,0.1822032290692637,Y,E,1.0599880734360054,True
25,M,29.469830243893536,E,1.550268440156762,-0.65057090540187,Y,E,1.550268440156762,False
26,F,46.887988287288074,?,?,-0.35419106731047856,Y,F,-0.4838570477031907,True
27,M,25.960606186888786,E,1.3401977355228742,0.2075365234294661,Y,E,1.3401977355228742,False
28,M,33.869466416576785,F,-0.3373129888945041,-0.00942876510485001,N,F,-0.3373129888945041,False
29,F,48.11181824578875,F,0.3263381959734544,0.2557637331507663,N,F,0.3263381959734544,False
30,F,45.38761319287229,F,-0.22724735352282005,2.172773891125572,N,F,-0.22724735352282005,False
31,M,33.78470118232609,E,-0.417369393602322,-0.8296252366349123,N,E,-0.417369393602322,False
32,F,43.919801824068024,F,1.1873849523627618,-0.3163543763011524,Y,F,1.1873849523627618,False
33,M,27.974493279235713,E,2.126829659225049,-1.2971352579756437,Y,E,2.126829659225049,False
34,F,47.415543255091315,?,?,-2.05290436191204,N,E,-2.1323070724402524,True
35,M,34.88143928483686,F,1.2642390909775667,0.3074778885500092,Y,F,1.2642390909775667,False
36,M,26.835711470814122,E,1.808362624628597,-0.2195957917002648,N,E,1.808362624628597,False
37,M,30.360025122865768,F,2.5574311905441154,1.0099247366866095,Y,F,2.5574311905441154,False
38,M,26.603175010992807,E,1.3592466856626175,-0.011784370276385044,Y,E,1.3592466856626175,False
39,M,25.12629968735788,E,1.5494919136885812,-0.12688917537938338,Y,E,1.5494919136885812,False
40,F,42.549132666350495,F,-1.948456923650968,-0.9868423555482558,N,F,-1.948456923650968,False
41,F,41.89335199114123,F,1.8847244188407664,0.3460584459532441,Y,F,1.8847244188407664,False
42,M,33.228531968308786,E,0.2815844549132245,-2.3466483574264148,Y,E,0.2815844549132245,False
43,F,47.389803495874794,?,?,1.3982959212092283,N,F,-0.3248388840729348,True
44,M,33.32801451032055,E,0.8825770533564585,-1.0281090239904356,N,E,0.8825770533564585,False
45,M,30.80182994348109,E,1.3461232491359358,0.6707727163595117,N,E,1.3461232491359358,False
46,F,44.015591753324614,E,0.17777991322786796,1.4497639250146297,Y,E,0.17777991322786796,False
47,F,50.670911355693654,?,?,-1.645452345293873,N,F,1.0510670252736043,True
48,F,41.161228129247434,F,-2.4797639651602053,0.36508922355176976,Y,F,-2.4797639651602053,False
49,F,51.62399081007136,F,-1.150458917804603,0.30266350198404113,N,F,-1.150458917804603,False
50,M,29.971390788967,E,0.3905762829938747,-0.4742977519980891,Y,E,0.3905762829938747,False
51,F,47.038898557169425,E,0.933205524792182,-0.4233018155368543,Y,E,0.933205524792182,False
52,M,27.59842619433936,E,0.7050070228410688,-0.6639545487088486,Y,E,0.7050070228410688,False
53,F,44.571525966180445,?,?,2.256732180488914,N,E,0.16961351516899348,True
54,F,45.20892896703486,F,0.4340079585988877,1.9358763370990182,N,F,0.4340079585988877,False
55,F,41.628915477616,?,?,-0.4846771746669779,N,E,-0.038798820941137895,True
56,M,32.58911032464312,E,0.768843765765578,0.6917907646519916,N,E,0.768843765765578,False
57,F,43.86543081877329,F,0.11800568406687136,-0.06289719413113594,Y,F,0.11800568406687136,False
58,F,46.414134531496096,E,-1.07252728718432,-1.6291610412249165,Y,E,-1.07252728718432,False
59,F,47.65984974351764,E,-2.8303814757652925,1.3567776636624918,N,E,-2.8303814757652925,False
60,F,46.80036130667119,?,?,-1.1375605187441766,Y,E,0.2598698849584759,True
61,F,40.314560116691,?,?,-1.7353008207476592,Y,F,-1.9996214895537137,True
62,M,27.56846741101005,F,1.5345216773578163,0.14144806141491054,N,F,1.5345216773578163,False
63,F,42.53708616391483,?,?,2.278623687601243,N,E,-0.979888848996666,True
64,F,42.086799526342865,?,?,-0.5899149958306316,Y,E,1.311798243605293,True
65,F,47.395770236467655,F,0.0267896841546999,0.17830481672506415,N,F,0.0267896841546999,False
66,M,26.082156984766456,F,1.5004484056121443,0.7491911607611793,N,F,1.5004484056121443,False
67,F,46.91364645919037,?,?,1.6066801478977668,Y,F,-1.3086126177289974,True
68,M,26.282305312006955,E,1.2859682270816468,1.2810688017699408,Y,E,1.2859682270816468,False
69,F,40.952489588242734,?,?,1.7628934578568525,Y,F,-2.309474140467928,True
70,M,24.26624848913843,F,2.1913675119942693,-0.9193839709176684,Y,F,2.1913675119942693,False
71,F,44.82766340869765,E,0.13384399457830906,-0.10782554567422632,Y,E,0.13384399457830906,False
72,M,24.95693003965439,E,0.5581849003135266,-1.4992744231324004,N,E,0.5581849003135266,False
73,M,30.61193865062837,E,2.1972988351010665,0.1968777242514767,Y,E,2.1972988351010665,False
74,M,28.81703129470465,F,1.0264265323174369,-1.190343707813313,N,F,1.0264265323174369,False
75,F,41.24136519930837,?,?,1.4254845013270945,Y,E,1.55581531034054,True
76,F,44.74942535036765,F,-0.1714841390199031,1.0927671206349163,N,F,-0.1714841390199031,False
77,F,48.51823999464915,?,?,-3.027200320488377,N,F,-2.3042350090757324,True
78,F,46.19970350462465,F,-0.4278883369075976,1.9271652181262788,N,F,-0.4278883369075976,False
79,F,46.847147293065575,?,?,0.5826958481544949,Y,F,-0.9955631104981408,True
80,F,45.18080224257623,F,-0.5958486970237934,0.9965778727640512,Y,F,-0.5958486970237934,False
81,F,44.6404923212486,F,-0.04478266452317911,-0.407543293842776,N,F,-0.04478266452317911,False
82,F,43.21239171000288,?,?,0.4611845792061512,N,E,-0.1579531469952338,True
83,M,32.4601961960079,F,2.077907930544597,1.0407460751172222,Y,F,2.077907930544597,False
84,M,31.36841392458904,E,2.359621878464788,-0.8860122499379738,Y,E,2.359621878464788,False
85,F,41.5775694776882,E,0.040298736997408,0.8657599427080129,Y,E,0.040298736997408,False
86,M,33.24554749199405,E,0.5862426002241641,-0.15958079639406805,Y,E,0.5862426002241641,False
87,F,43.46132142358953,?,?,0.4464957525507972,Y,F,1.5017854580835432,True
88,M,30.15417700807832,E,2.5417084329162454,-0.4966609435861466,Y,E,2.5417084329162454,False
89,M,29.25882767863522,F,-1.180556987055918,2.9157237154836406,N,F,-1.180556987055918,False
90,F,44.254891529279966,E,-1.4648975244417717,-0.6837470103053694,N,E,-1.4648975244417717,False
91,M,30.08184863877688,E,0.7796040125302316,-0.20112820447373256,Y,E,0.7796040125302316,False
92,F,40.098558091206634,?,?,0.0069960882432558115,Y,E,1.9565404907771289,True
93,M,30.898035480458798,E,0.7680233762040649,-1.079271223589658,N,E,0.7680233762040649,False
94,F,45.04596285005329,E,0.4791809845625932,-2.046103449140564,N,E,0.4791809845625932,False
95,F,44.5433891993745,?,?,-0.2763215612911253,Y,E,-0.5352160652583163,True
96,M,33.634680703893665,F,1.8299507709947544,-0.10978140412908376,Y,F,1.8299507709947544,False
97,F,43.01961193148712,?,?,-0.23769692015310045,Y,F,0.4787496149147365,True
98,M,24.562043431312336,E,1.2887340496749484,0.8770941263528016,Y,E,1.2887340496749484,False
99,F,39.5814199894152,?,?,-0.9377326624961488,Y,E,0.34318564814604946,True
100,M,31.35827010441903,F,0.5329047818504,0.6465483801243829,Y,F,0.5329047818504,False
101,F,40.67944975454077,F,2.7108654431690087,1.5600159254240866,Y,F,2.7108654431690087,False
102,M,28.45177615396165,F,1.0811739102955764,0.4526254231502898,Y,F,1.0811739102955764,False
103,M,30.788371776648997,F,0.6843655435717457,-0.815098041669976,N,F,0.6843655435717457,False
104,F,34.53204781987502,E,-0.5844126564747072,0.02793716518959068,Y,E,-0.5844126564747072,False
105,M,31.329494824190068,E,0.17495292842366295,-0.6981882760568889,Y,E,0.17495292842366295,False
106,M,26.549773055887268,F,1.3840758482896114,-0.8752954362854074,Y,F,1.3840758482896114,False
107,M,26.914015658741807,E,-0.4009343989625211,-3.21297519086551,Y,E,-0.4009343989625211,False
108,F,44.5456528005386,E,2.9475674114166917,-0.6134070116952892,Y,E,2.9475674114166917,False
109,M,23.04643377952208,E,2.88188499135249,-1.5156295732334633,Y,E,2.88188499135249,False
110,F,45.94921206756432,F,-1.2210031228710119,0.4352482285716157,N,F,-1.2210031228710119,False
111,M,24.490300067728768,E,0.21275630932681555,0.15510498816872945,Y,E,0.21275630932681555,False
112,M,28.21256738704191,F,1.7959049767624533,-1.2635306242841342,Y,F,1.7959049767624533,False
113,F,49.49145497935348,F,0.5629199651775176,1.9354977134046527,Y,F,0.5629199651775176,False
114,M,31.09245862906053,E,2.414857013754517,-0.6287520398882341,Y,E,2.414857013754517,False
115,F,42.31764376379413,E,1.5682934698347355,0.5079177910796453,N,E,1.5682934698347355,False
116,M,26.834224753293363,E,1.2438370263597145,-2.100194071183346,N,E,1.2438370263597145,False
117,M,32.710558631308906,F,1.8997340911985128,0.3900247873974199,Y,F,1.8997340911985128,False
118,M,28.421230900886076,F,2.163773649186316,0.5513726065297054,N,F,2.163773649186316,False
119,M,32.388534809273146,F,0.5129442122898062,-0.5999241714056511,Y,F,0.5129442122898062,False
120,M,27.247591350276775,E,1.151828268987687,-0.7899344946029535,N,E,1.151828268987687,False
121,M,32.35720043398731,E,1.5514251908688896,-0.718110867083002,Y,E,1.5514251908688896,False
122,M,34.66218651750448,F,0.7718824711343117,0.1940894520622571,Y,F,0.7718824711343117,False
123,M,28.740297559357263,E,1.7149696803562673,0.6138250904482356,N,E,1.7149696803562673,False
124,F,47.84373539153623,F,-0.555514170980345,-0.4738227567545481,N,F,-0.555514170980345,False
125,M,27.24120674395501,E,1.0389296968250217,0.8976388751029963,N,E,1.0389296968250217,False
126,F,43.546947124947,?,?,-0.8623569799337892,N,F,-0.4487962928613533,True
127,F,44.08565990512006,E,-0.0010088464928445866,0.7657828700789132,Y,E,-0.0010088464928445866,False
128,M,35.206385317054455,E,0.8260302535154072,-0.061107366686001564,Y,E,0.8260302535154072,False
129,F,43.16570565506802,E,0.3926325712468231,1.1355913965114532,N,E,0.3926325712468231,False
130,M,30.37706334161109,F,0.6706058129482212,1.4761709773762637,N,F,0.6706058129482212,False
131,F,46.02830874012104,F,-0.05500088136640535,-1.0551246873231142,Y,F,-0.05500088136640535,False
132,F,49.97081236814543,?,?,-0.7247057922929814,N,F,0.9606356759892728,True
133,F,45.769598906879985,E,-1.3934432661919434,-1.9813484134019572,N,E,-1.3934432661919434,False
134,M,35.13514451583564,F,1.2008195635444685,-3.0640888301671154,N,F,1.2008195635444685,False
135,M,32.89948321292928,E,1.3243140375656277,0.1663405266662694,Y,E,1.3243140375656277,False
136,M,24.583796029352175,E,2.1590529441514152,0.012456913420687549,Y,E,2.1590529441514152,False
137,M,31.363040205043283,F,1.1961327973757512,-0.26284517711520283,Y,F,1.1961327973757512,False
138,M,29.125227022420603,F,0.6472621084005027,0.8943401179223007,Y,F,0.6472621084005027,False
139,F,50.042326438620776,F,-1.2484348429966052,-0.2469936379266628,N,F,-1.2484348429966052,False
140,M,32.23272606062324,F,1.4345344050526518,-1.940781519735328,Y,F,1.4345344050526518,False
141,F,44.18852789612915,F,-0.2343735656666964,-2.2188707057711694,N,F,-0.2343735656666964,False
142,F,48.197253286629184,F,-0.6073554175440128,0.4381474357866987,N,F,-0.6073554175440128,False
143,M,34.45710046373075,E,1.0733498423174659,0.13324596337374384,N,E,1.0733498423174659,False
144,M,32.87134912195413,E,0.6517649461233097,-1.7151442343935086,N,E,0.6517649461233097,False
145,M,36.87831401697546,F,0.4201282669469506,-1.0381941282987608,Y,F,0.4201282669469506,False
146,F,50.07702590724743,?,?,1.9939316821034818,N,E,-0.8451112563988855,True
147,M,33.04105656165039,E,1.2507379274076351,0.8085494891238358,Y,E,1.2507379274076351,False
148,M,37.213455583794044,E,0.3501731541266373,-1.1738446348716258,N,E,0.3501731541266373,False
149,M,31.303261286074942,E,1.940157131329845,1.087262208686819,N,E,1.940157131329845,False
150,F,44.95149156187329,?,?,-0.1853503345294888,Y,E,1.443545549282423,True
151,M,29.02577955615948,E,0.6802082004999496,-1.1145530357641376,Y,E,0.6802082004999496,False
152,F,49.543212913001575,?,?,0.4168367489655965,Y,E,-0.6177167790473861,True
153,M,28.722910518347238,F,1.3280757395303802,1.0869875374464597,Y,F,1.3280757395303802,False
154,F,47.277472110379136,?,?,-1.6734377188565843,N,F,-0.1216813038845444,True
155,M,27.682862972799374,F,0.8575689070908421,-1.0069420245623188,N,F,0.8575689070908421,False
156,M,36.624730582804844,F,0.7250766517688301,1.4226447167376957,Y,F,0.7250766517688301,False
157,M,30.124332410610037,E,0.47528353581789,1.3044387233456989,Y,E,0.47528353581789,False
158,F,52.0097909326754,F,-1.0614147759404744,-1.2753057315657172,Y,F,-1.0614147759404744,False
159,F,48.94772390523557,?,?,0.2289368369504905,N,F,0.10719035051497393,True
160,M,31.48986554903949,F,0.8645182387359238,-0.38364163395691403,Y,F,0.8645182387359238,False
161,F,43.7316683643916,E,-0.8809502862972798,0.0978016015497389,Y,E,-0.8809502862972798,False
162,M,32.45187542198601,F,1.8004981183434403,0.28197123742745445,Y,F,1.8004981183434403,False
163,M,28.364422546283173,E,2.3326022666806696,-0.17643242152042982,Y,E,2.3326022666806696,False
164,M,30.961523373553614,E,0.5312709079121403,0.8378456791343624,N,E,0.5312709079121403,False
165,M,29.20931224314857,E,-0.06574441289887889,0.223602747102739,N,E,-0.06574441289887889,False
166,F,41.62601038453633,?,?,-0.2701498606861375,Y,F,-0.13096291405313687,True
167,F,44.718124539142224,F,0.3128623445536297,0.6950197909407109,Y,F,0.3128623445536297,False
168,M,30.017690397581877,F,0.3856354080215687,-0.007738032821694981,Y,F,0.3856354080215687,False
169,F,41.909433756326884,?,?,-1.197026013514483,N,F,-0.6582814108272332,True
170,M,33.48584029498065,E,0.806252003242441,-0.3734492568104496,Y,E,0.806252003242441,False
171,F,46.56169030997058,?,?,2.047055459797237,N,F,-0.7021917058409937,True
172,F,43.247055117577254,?,?,-0.4651390579317406,N,F,-0.059085836416652784,True
173,F,45.286607400943254,?,?,0.954859903371968,N,E,0.5003612999895087,True
174,M,30.15977376585643,E,1.3136259691542267,-0.22303037967244946,Y,E,1.3136259691542267,False
175,F,46.6657777403893,F,-0.2532876698349563,-0.8019584099854581,N,F,-0.2532876698349563,False
176,F,43.268301106514045,F,-0.8129278283296894,0.3957392307155314,N,F,-0.8129278283296894,False
177,M,25.87337281302545,E,1.0288876619307088,-1.2221180001025629,N,E,1.0288876619307088,False
178,M,32.7127149864356,F,1.644709114788897,0.4072573440418722,Y,F,1.644709114788897,False
179,F,38.580912453270734,?,?,0.3880814505987365,N,F,0.13630459935166586,True
180,F,44.470473245954466,?,?,-0.6441312230350705,N,F,0.2125895823318805,True
181,M,26.625513278498268,F,1.202976728386654,0.6174584341947673,N,F,1.202976728386654,False
182,M,25.53437526275102,F,1.305741023925464,1.084615684395267,N,F,1.305741023925464,False
183,F,41.929735215019114,F,0.8272413670411091,0.6076990753146341,Y,F,0.8272413670411091,False
184,M,29.003577043897618,F,0.40694246841728204,1.372175969610541,Y,F,0.40694246841728204,False
185,M,36.0856328438829,E,0.6086181732958051,-0.07495013694284876,Y,E,0.6086181732958051,False
186,M,31.56190119859477,E,-0.024119303666231277,1.0494584175650736,Y,E,-0.024119303666231277,False
187,M,29.85288150371345,F,1.3949746355451909,0.15914092812147665,N,F,1.3949746355451909,False
188,M,31.32748085667527,E,-0.2715027329987141,1.2146484241830675,N,E,-0.2715027329987141,False
189,F,43.55961825879673,E,0.23710015270554866,1.2344856755323779,Y,E,0.23710015270554866,False
190,F,42.18906803829761,F,2.480156194983657,0.1549460128334602,Y,F,2.480156194983657,False
191,F,43.47285168474025,F,-0.3021345453869351,0.9441838756482932,N,F,-0.3021345453869351,False
192,F,38.733819063409584,?,?,0.8796211533526298,Y,F,-1.9256451426854797,True
193,M,29.664629275831427,E,0.05595443255247368,-0.5252055937898003,Y,E,0.05595443255247368,False
194,M,25.329183875603256,F,0.8114361236608538,1.134331636784191,Y,F,0.8114361236608538,False
195,F,47.09066465763336,F,1.0199847724182487,-1.0764510538821257,Y,F,1.0199847724182487,False
196,F,42.46993113456056,E,0.4717119044839486,0.23240697708123795,Y,E,0.4717119044839486,False
197,F,44.99730815144817,F,-1.3698065675170563,-0.17776759239383694,Y,F,-1.3698065675170563,False
198,F,45.28597239492161,?,?,-1.1545977245608008,Y,F,0.4468599714244454,True
199,F,37.665634017421475,E,-0.0044480968701104346,0.7995833954963912,Y,E,-0.0044480968701104346,False
200,F,49.0282618827542,E,0.1817408232387612,1.0012146752531963,Y,E,0.1817408232387612,False
201,M,32.83351145160104,E,0.6798734742500364,0.0061407531644950076,Y,E,0.6798734742500364,False
202,F,46.05561837498754,E,-0.13340513654044248,-0.35638560505295563,Y,E,-0.13340513654044248,False
203,F,42.299053236301475,?,?,-0.25773953530316834,Y,E,0.3836607604236002,True
204,F,46.005559853190434,?,?,0.7515842058310713,N,F,-0.4943971962949287,True
205,F,44.067612341346596,?,?,1.1220419597222566,Y,F,-1.4046680419399276,True
206,M,37.672497887035306,E,1.6721032448546318,1.0445508026851065,Y,E,1.6721032448546318,False
207,F,43.093907026605756,F,0.06151835430040393,-0.9168112887748571,N,F,0.06151835430040393,False
208,M,29.640287951645732,E,0.5888067914918681,0.6538673662892975,Y,E,0.5888067914918681,False
209,M,31.237685161964716,E,1.959048248695363,1.4195749303244831,N,E,1.959048248695363,False
210,M,25.270068792418588,E,0.523872351658924,1.0493331919589917,Y,E,0.523872351658924,False
211,F,46.464768964400356,E,-0.18150009459328967,-1.3196792481086623,Y,E,-0.18150009459328967,False
212,M,25.23707921866703,E,1.8026968264108556,-1.7301004068365742,Y,E,1.8026968264108556,False
213,F,44.8715254123049,E,-1.8547165974167368,-0.7242970700433843,N,E,-1.8547165974167368,False
214,F,49.32374372305582,?,?,0.6112730616505746,N,E,0.0427258554222696,True
215,M,32.8741225744637,F,1.9141136779638144,-1.0061121604694798,N,F,1.9141136779638144,False
216,F,45.08860753477626,F,-0.7696661430028969,0.7732378356102414,Y,F,-0.7696661430028969,False
217,F,43.811217485714714,E,-0.8274409788238549,0.576373208139554,N,E,-0.8274409788238549,False
218,M,28.3346522827379,E,0.8209327249617432,0.15790788928236746,N,E,0.8209327249617432,False
219,M,24.69262607738834,F,0.978209179277136,-1.651734576095769,Y,F,0.978209179277136,False
220,M,32.493703329591305,E,0.4682205136280455,0.7781819793761675,Y,E,0.4682205136280455,False
221,M,31.22848635217029,E,1.941000726762708,-1.1136116235044426,Y,E,1.941000726762708,False
222,F,46.74111121022155,F,-1.3623781728184872,0.09689651539282262,Y,F,-1.3623781728184872,False
223,M,29.327166825605424,F,0.7119285781750084,1.1728216159502862,Y,F,0.7119285781750084,False
224,F,49.76154474285423,?,?,-1.3469578947917302,Y,E,1.5803795535044909,True
225,M,28.932674412823893,E,2.4429710456168987,-0.04809536747617588,Y,E,2.4429710456168987,False
226,M,28.60275839876649,E,1.3935429654500604,0.8859339256739959,N,E,1.3935429654500604,False
227,F,47.425406551732515,F,0.2322279590315681,0.140412590836134,Y,F,0.2322279590315681,False
228,M,31.469024035331262,F,0.23336213911108195,0.4784304883006757,Y,F,0.23336213911108195,False
229,M,28.503009893844453,E,-0.25791887982852857,1.3342672715823372,Y,E,-0.25791887982852857,False
230,F,45.21080268560702,F,3.2291426128736367,-1.2530455707548578,N,F,3.2291426128736367,False
231,F,46.91677875540481,F,1.694293358784786,-0.5268494500918021,Y,F,1.694293358784786,False
232,M,28.460428945436266,F,1.6859882258608192,0.7873428619903746,Y,F,1.6859882258608192,False
233,F,46.280677517978866,?,?,0.4130172021444724,N,E,-1.2909091747342556,True
234,F,39.756228323479206,F,-1.889105901807529,0.17800584431709754,N,F,-1.889105901807529,False
235,F,49.71568863297881,F,1.471143566665457,-0.3267858409702006,Y,F,1.471143566665457,False
236,F,45.395852245064496,F,0.4616388433125,-0.08262603796163748,Y,F,0.4616388433125,False
237,F,40.98863328865977,F,3.189418447576924,-0.3123799587922693,Y,F,3.189418447576924,False
238,F,46.133549350057564,E,-1.5284318800709311,-0.9598277146067268,N,E,-1.5284318800709311,False
239,M,29.980480557876678,E,0.6790197304871333,-0.0987945826328554,N,E,0.6790197304871333,False
240,M,30.373948764044886,E,2.2542283213600784,0.7427921039528317,Y,E,2.2542283213600784,False
241,F,43.589647777487,?,?,-0.7078848634145513,Y,F,-1.006352790936119,True
242,M,30.205443410840548,E,0.27990370353771843,0.4165566801483897,Y,E,0.27990370353771843,False
243,F,43.15708994520684,?,?,1.3543209161144776,Y,F,-0.7966518903525751,True
244,M,26.867627007211777,E,0.5069336157003514,0.4051081292036021,Y,E,0.5069336157003514,False
245,F,42.10226186322066,E,-1.8228462362309208,-0.8848313590330933,N,E,-1.8228462362309208,False
246,M,35.60907859578889,F,0.5091989702990508,-0.2286397163822033,Y,F,0.5091989702990508,False
247,F,43.60231766665003,?,?,0.2070284695531249,Y,F,-1.1141934491099408,True
248,F,51.160360849631346,?,?,-1.6439064376280141,N,E,-2.0748908113809232,True
249,F,49.47542819688724,F,-0.6731943769825328,1.2955049404480925,Y,F,-0.6731943769825328,False
250,F,48.12600068575547,F,-0.14113356263872245,-0.2987741150518309,Y,F,-0.14113356263872245,False
251,M,27.48462421130301,E,0.5815248905934447,0.9125178236633912,Y,E,0.5815248905934447,False
252,M,27.893158334570266,E,1.2815499998620394,2.181058812005661,Y,E,1.2815499998620394,False
253,M,26.27166408666545,E,0.7040440384903688,0.22935765554107684,Y,E,0.7040440384903688,False
254,M,29.1330599246008,E,1.4649873336205173,0.8749178464819071,Y,E,1.4649873336205173,False
255,F,38.46072680705782,?,?,-1.340347253659831,Y,F,1.2034171974070758,True
256,M,31.032894851444283,E,1.5594016935696249,-0.5969886319065142,N,E,1.5594016935696249,False
257,M,34.20700161851381,E,1.3184837932192306,-0.4366630181803653,Y,E,1.3184837932192306,False
258,M,29.093087414785533,E,0.8805635144913679,0.09457045340267084,Y,E,0.8805635144913679,False
259,F,42.14705396518891,E,-0.6241304051688985,1.6732034015601172,N,E,-0.6241304051688985,False
260,F,45.85846789295887,F,0.16043272428415176,0.40512966391304256,Y,F,0.16043272428415176,False
261,F,43.15225038310778,?,?,-0.41600365636604497,Y,E,1.1599665462540243,True
262,F,48.82562089879949,?,?,0.937462646714122,N,F,-0.5865267924825416,True
263,M,30.93802943468809,F,2.002498043891416,-1.2810299118615796,Y,F,2.002498043891416,False
264,M,26.640747944289114,E,1.555938946282028,1.7304445961157542,N,E,1.555938946282028,False
265,M,32.00289507933734,E,0.3023503197659526,0.003009886093973264,Y,E,0.3023503197659526,False
266,F,46.21237538224712,F,1.3610484986558342,0.4869622682292737,Y,F,1.3610484986558342,False
267,M,30.92254958619657,F,1.1175828627279845,0.8563162829046653,N,F,1.1175828627279845,False
268,F,43.38603184830805,?,?,1.0231707574588211,Y,F,0.7623544589598164,True
269,F,43.97410291509549,F,0.4777636538976228,0.3627135548177461,Y,F,0.4777636538976228,False
270,M,33.977064419133264,E,0.6479955578394169,0.2392707394116512,Y,E,0.6479955578394169,False
271,M,33.13480431711977,E,0.34903840070000336,-1.9643951339352248,Y,E,0.34903840070000336,False
272,F,44.583497493536676,F,-0.6019160211171891,-0.7161080525857421,Y,F,-0.6019160211171891,False
273,M,28.40000207322693,E,0.6446320996875277,-0.2974090253369294,Y,E,0.6446320996875277,False
274,F,48.505466145658,F,0.2650274047325191,0.2324644783234536,Y,F,0.2650274047325191,False
275,M,30.481604974435893,E,2.258404885791913,-0.3435841498249895,Y,E,2.258404885791913,False
276,M,33.68259757481765,F,0.5191722256066824,-0.6919144277243325,Y,F,0.5191722256066824,False
277,M,26.190121814948558,E,0.1868007712212466,-2.9642278979483665,Y,E,0.1868007712212466,False
278,M,37.08831017183822,E,2.5239492168018187,0.4640024600287462,Y,E,2.5239492168018187,False
279,M,30.31927480937668,F,1.8949822955700089,0.031174449712185068,Y,F,1.8949822955700089,False
280,F,44.623950052622696,F,-1.8137335327306143,-0.14041651149655762,Y,F,-1.8137335327306143,False
281,M,28.97039588260757,F,1.6214182289817942,-0.4386716552619559,N,F,1.6214182289817942,False
282,M,25.228637373101787,E,0.8750877736236745,0.4086935266024931,N,E,0.8750877736236745,False
283,F,44.442978986137454,?,?,0.1824422398564284,Y,F,1.0173312026647976,True
284,F,40.9021482254534,E,-0.39763232702663626,0.7120854474477469,N,E,-0.39763232702663626,False
285,F,46.4647668883963,?,?,-0.6734025804196985,N,F,-0.4874837092381636,True
286,M,25.4362507786196,E,1.9376252108534209,-0.8858430545482556,Y,E,1.9376252108534209,False
287,F,44.74220307941244,F,2.5298173833417006,0.3498681800464853,N,F,2.5298173833417006,False
288,F,45.08352028660657,F,0.35813202845489944,1.5669513461207776,N,F,0.35813202845489944,False
289,M,29.957374265469717,F,1.434985166617069,0.92412481581478,Y,F,1.434985166617069,False
290,F,39.51038965411023,E,-0.9057765881337834,-0.8324045927325979,Y,E,-0.9057765881337834,False
291,F,42.34190637330197,?,?,1.114648469928477,N,F,0.12780743027990166,True
292,M,29.94564323689949,E,1.2900061995651082,0.9041340788586408,Y,E,1.2900061995651082,False
293,F,40.189260887178094,?,?,0.2956512967240251,Y,E,2.034341997931325,True
294,M,25.80295973118186,F,3.2329839276720134,-1.0480246728544824,Y,F,3.2329839276720134,False
295,F,46.04198436327034,E,-0.28350230755626715,2.8630210124140545,N,E,-0.28350230755626715,False
296,F,44.00080068944757,?,?,1.4399596152885497,Y,F,-1.6285960667760295,True
297,M,28.606998001315326,F,1.1633859144450442,0.5258901631013603,N,F,1.1633859144450442,False
